content,score,sentiment
Bagus,5,positive
"Belanja praktis, murah dan yg pastinya bermutu",5,positive
shopee indonesiae ok ke,5,positive
adanya shopy terbantu untuk membeli barang kebutuhan secara darinh,5,positive
"online shop paling mudah di mengerti, banyak bonus banyak gratis ongkir",5,positive
"masa paket saya stuck di suatu tempat udah ada 6 hari belum ada konfirmasi, keterlaluan ,saya kecewa sama ekspedisi shopee, dan tokonya juga itu ga bertanggung jawab, pihak shopee ga membantu sama sekali, gabisa saya nih pake shope lagi, saya kecewa",1,negative
cepat sekali responnya terhadap nasabahnya,5,positive
sangat puas dgn aplikasi Shopee,5,positive
aplikasinya orang dewasa,5,positive
belanja semakin mudah,5,positive
"belanjanya murah, sering dapet gratis ongkir",3,negative
"Mudah digunakan, prosesnya cepet banget",5,positive
good,5,positive
"apk apa ini,kerja sama dengn kurir yg tidak kompeten dlam bekerjaa,paket tidak di antar2 dan di jadwalkan sepihak,tolong kerja sama lagi dngn JNT itu lebih baik,Ekpedisi SPX di sini sunggu2 tidak ada bagusnya,paket tidak di antarrr.akun ku ada 3 tpi ini terkhir saya pesan di apk ini karna kurir nya sangat tidak baguss,pengantarann ngacoo,paket dah sampai di tempt sortir sudh tertulis kurir sudh di tugskan tapi mana?chat pun tidak adaa tpi di jdwlkan sepihak",1,negative
sangat terbantu dgnnya aplikasi ini .trimakasih,5,positive
mantuls,5,positive
My case won quickly thanks to aggressive negotiation skills This application is very good and very helpful,5,positive
"Sangat baik, kualit² bagus², pengiriman cepat, barang sesuai ekspektasi dan murah² smoga shopee trus danbtrus lebh baik byar lebh banyak lgi yg belanja di shopee..",5,positive
sya suka belanja d shopy tpi syang blum bisa pakek Qrise semoga segera d update supaya bisa pakek Qrise,5,positive
ok,5,positive
sangat membantu dalam mencari sebuah kebutuhan tehnik dan alat rumah tangga,5,positive
sangat menyenangkan belanja di shopee,5,positive
Ini Kenapa Pas saya Cash Out Pole Man Nggak bisa tapi Cash Out Produk Lain Bisa,5,positive
bagus sekali untuk belanja,5,positive
good job,5,positive
mantap. dan mempermudah tuk belanja.,5,positive
"Useful, relevant, sophisticated and always provides convenience for all users",5,positive
gampang tuh belanja sangat rekomendasi ok,5,positive
harga lebih murah dari pada aplikasi yg lain,5,positive
"ROAS ITU SISTEM YANG TIDAK ADIL, KARENA SETELAH PRODUK MENGALAMI TERJUAL, BIAYA PERPESANANNYA ITU TERNYATA MAHAL. KALAU GANTI PASANG ROAS TINGGI KURANG NYANTOL, EMANG TOLOL INI ROAS. HARUSNYA IKLAN ITU BIAYA PERKLIK SAJA, MISALNYA TERJADI PENJUALAN HARUSNYA TETAP SAMA BIAYANYA PERKLIK, KARENA KITA JUGA KAN BAYAR BIAYA ADMIN, BIAYA LAYANAN, DLL.",1,negative
"sehat selalu para direktur shopee,karyawan nya,DLL. semoga sukses selalu SHOPEE . tingkat kan lagi program sistem shopee nya dan di perketat lagi APABILA KONSUMEN TIDAK MEMBAYAR PAKET COD ,langsung di blokir saja akun nya agar tidak meresahkan yang lain. . salam dari saya . mantan karyawan shopee xpress 2020❤",5,positive
karena murah dan baguss bangettt,5,positive
aplikasi shopee sangat membantu semoga tetep amanah,5,positive
keren,5,positive
banyak penipu berkeliaran di aplikasi ini dan tak ada tindakan seperti di support oleh aplikasinya,1,negative
Sangat membantu dlm pembelian..,5,positive
praktis,5,positive
pelayanan ok,5,positive
Alhamdulilah setiap pesan datang nya sesuai dengan gambar pengiriman nya juga cepat pokok nya puas belanja di shopee,5,positive
sangat suka,5,positive
good,5,positive
kurirnya terlalu santai.. semua paket saya jadi terlambat.. jasa pengiriman SPX busuk lemot paket tidak sampe2,1,negative
"Kenapa SPX engak bisa pickup Kiriman Maka jauh sekali antar nya , Kembali Jaman Batu Lagi",4,positive
good,5,positive
aplikasi ini sangat bermanfaat buktinya saya sedang mencari barang yg saya inginkan langsung ada gila bagus Skali aplikasi ini,5,positive
"alhamdulillah barang yang di beli selalu cepat di antar, cepat sampai",5,positive
baik,4,positive
selama ini malas belanja krn harus nunggu ada yg antarin..tp berkat shoope semua kebutuhan bisa dibeli krn pengkap,5,positive
banyak diskon jadi bikin happy,4,positive
aplikasi ini sangat membantu untuk mendapatkan kebutuhan2 yang bersifat tersier.,5,positive
"guys buat kalian yg jualan di shopee lebih baik ganti flatform deh. selain pajak yg gede, jg kalo kita kehilangan barang ga diganti sama sekali hanya diganti sebanyak ongkir aja. udah mahal pajaknya terus jg kalo paket hilang seller yg dirugikan dan tdk ganti rugi. apk yg menyusahkan pemilik usaha kecil👎",1,negative
siip,5,positive
bagus dan sangat memuaskan belanja mudah dan murah,5,positive
cepat tepat aman,5,positive
setiap complain terkait barang diselesaikan dgn baik,5,positive
"kurirnya egois, seharusnya datang tanggal 17 malah molor beberapa hari, bukti yang dikirim pihak Shopee pun hanya foto paketnya gak ada bukti chat kalau kurir telah menghubungi pemesan, itu sebuah keputusan sepihak, egois padahal barangnya dibutuhin tanggal 17",1,negative
shopee teman belanja yg baik,5,positive
suka banget sama shopee,5,positive
lambat penanganan kasus..paket gak sampai...cs respon lemot,1,negative
pengalaman belanja online yang menyenangkan,5,positive
sangat membantu 🫰🫰,5,positive
banyak syarat harus beli 2 lah ini lah itulah ongkir nya 10 ribu mending yang lain aja,1,negative
bagus,5,positive
mantap,5,positive
top markotop,5,positive
ini bug apa gimana di estimasi tertera tanggal 19 tapi pengirim sampai 12 hari saya pesan dari tanggal 12,2,negative
sejauh ini sih kl pesan brg aman² aja,4,positive
belanja online yang sangat membantu & harga nya juga sangat TF terjangkau,5,positive
bagus shpe ini bisa unatang dan bayar 12 buluan,5,positive
Good,5,positive
makasih,5,positive
aku mendukung sangat,5,positive
thack you,5,positive
bagus,4,positive
memuaskan sekali,5,positive
sangat cocok,5,positive
Iklan yang ditampilkan seringkali tidak sesuai dengan yang dijual.,5,positive
mendingan fitur hadiah game nya di ilangin aja. game yg iming iming koin 10rb imposibel bisa selesai.,3,negative
"kurirnya ramah""",5,positive
oke,5,positive
"bagus dan murah barang2 yg ditawarkan, tp sy msh trauma belanja di shoppee, krn pernah akun sy dipakai oleh org yg tdk bertanggung jwb, tdk aman",5,positive
sangat terbaik,5,positive
"klo CO memakai spl sering dibatalkan shopee pdhl gk pernah telat bayar , makin kesini aturannya gk masuk akal , promo gk bisa dipakai pdhl promo mereka yg buat , klo memang promo / vocher tdk boleh dipakai ya jgn adakn...kasian penjual klo ada yg order lalu kalian batalkn sepihak, pdhl kalian jg sdh ambil admin 15% , penjual menunggu orderan masuk , tp ketika ada yg order kalian batalkn. Punya hati nurani gk sih kalian ini",2,negative
terima kasih,5,positive
MANA COD,1,negative
Sangat membantu mepermudah saya berbelanja tanpa ribet dan dapat memilih apa yang dibutuhkan.,5,positive
"barang ok, aman, terjamin dan pas . semoga kiriman ke Jayapura bisa ada gratis ongkir seperti di Jawa.",5,positive
adain fitur cek dulu buat pembayaran transfer bank juga lah jgn cuma cod cek dulu,5,positive
"kecewa dengan aplikasi shopee.. pengiriman nya lambat aku pesen sudah dari tanggal 9 okt.. udah 8hari paket ga nyampe""perbaiki lagi dong sistemnya percepat pengirimannyaa🥲",2,negative
bguss😍,5,positive
mantap,5,positive
the best,5,positive
kendala nya tidak bisa dapat paylater nya,1,negative
bnyak iklan di link 18+,1,negative
"murah,TPI pengimnan lama",4,positive
mantap,5,positive
"shoppe sekarang ribet , Masuk aja Susah .",1,negative
well done,5,positive
transfer uang ke rekening kok uang nya nggk masuk dan saldo udah berkurang,1,negative
shopee lemot,3,negative
"tks shooope... Dengan ada nya Cod cek dulu, jadi pesanan aman gk ada yg palsu.. Semoga shoope semakin sukses",5,positive
kerennnnnn,5,positive
bagus sekali,5,positive
udah punya apk tp ttp aj iklannya muncul terus bikin kesel,1,negative
sangat membantu,5,positive
"sekarang pengiriman selalu lama ,selalu melewati estimasih yang sangat jauh. tolong pengiriman nya diperbaiki. dan pemberitahuan barang sudah smpai dimana saja kudu di kasi tau . masa iya seminggu stat disitu doang",1,negative
mantap,5,positive
yuyy,5,positive
Sejauh ini aplikasi belanja terbaik di Indonesia pokoknya 🤗 Selalu ngasih diskon yaa shopee pi pi 😍,5,positive
jadi lebih mudah berbelanja😊 dan amanah.,5,positive
"sangat membantu dengan adanya shopee ,karna belanja jadi lebih mudah dan murah 😊",5,positive
Mantaf,5,positive
bagus buat referensi,5,positive
apalah apk ngebug terus kek tau nih aplikasi iklan gak ngotak sekali kebuka gk bisa ditutup!!! anjayy sekarang kerja sama ama link pekob ya bagus²,1,negative
gokil dan mantap,5,positive
Good apk and great,5,positive
mantap smoga makin banyak diskon,4,positive
"lama baru sampai,,, kurirnya juga lelet banyak yg tolil juga,,,,,semoga pihak shopie d perbaiki kurirnya",5,positive
ga bs verifikasi nomor,5,positive
maintenance,1,negative
"mempermudah untuk belanja, barangnya bagus dan sesuai.. cepat sampai dan aman, sangat membantu..",5,positive
Oke,5,positive
belanja macem-macem harga murah bnget di Shopee... aku seneng banget,5,positive
memuaskan sekali,5,positive
cepat pengirimanya,5,positive
ok,5,positive
"penanganan pengembalian dana berbelit-belit, walau pun mereka sudah tau permasalahannya. no lah buat apk ini, gua uninstall apk ini",1,negative
"kalo mau pesan jgn lupa lihat dulu reting nya dan komentar yg belik,kompulkan poinnya dan tukarkan jgn lupa tanggal keberuntungan anda free ongkir 👍",5,positive
keren.,5,positive
"saya puas, barang sesuai permintaan",5,positive
Kenapa sekarang shopee banyak biaya layanan sih? trus game jg ga pernah bisa dituker koin. harus jam 12 malam dan itupun ga sampe sepersekian detik diamonnya udh ga bisa dituker. 😭 Gimana cara tukernyaaaa??,1,negative
"gimana ini retur barang kok ribet dana sih kembali tp saldo di ATM malah berkurang trs sama tim shopee disuruh download yg ribet2 ,malah disuruh aktivasi spinjam trs disuruh virtual account malah tetep aja GK blik trs limit s pinjam tetep nol",2,negative
Kolom pencarian jadi susah d akses setelah update . . tolong kasih solusi,3,negative
PESANAN LAMA SAMPAI UDA ADA ESTIMASI 15 AMPE 17 OKTOBER KALO TIDAK SAMPAI AKAN DAPAT POIN INI TIBA2 BERUBAH ESTIMASINYA DAN TIDAK ADA DI GANTI POIN,1,negative
mantap,5,positive
"sejauh ini, shopeemasih yang terbaik 👍🏻",5,positive
the best shopee,5,positive
ok semuanya,5,positive
selama ini belanja di shopee baik pelayanan dan produk nya lumayan baik. tingkatkan terus loyalitas nya juga amanahnya 👍,5,positive
min aplikasi ini kok suka muncul di link link bokep ya,5,positive
"mudah order, mudah return. ga kaku",5,positive
belanja dishopee paling nyaman banget terus murah-murah tapi ga murahan barangnya juga oke semua .... hayoo teman-teman belanja terus di shopee pokonya aku puuuuuaaaaas banget belanja di shopee ...,5,positive
"shopi ini sangat membantu, hanya saja ada kekurangannya di bagian pengiriman ke sulawesi sangat lama di tanggerang kosambi barulah lanjut ke makassar",5,positive
bagus,5,positive
baguss,5,positive
ok,5,positive
sangat puas berbelanja d shopee,5,positive
mantap jiwa,5,positive
sangat membantu,5,positive
mantap,5,positive
bagus dan terpercaya cepat dan sesuai jadwalnya,5,positive
sangat bagus,5,positive
sejauh ini tidak ada kendala,4,positive
bintang 3 dulu karena keluhan saya mengenai nomor hp yg terdaftar tidak aktif lagi Dan saya tidak bisa login ke shopee sampai detik ini belum ada kejelasan,3,negative
"Sangat membantu,shopee memang top.👍👍",5,positive
"terkadang error jaringan padahal sinyal bagus tapi malah di anggap gak ada jaringan, mana setiap mau bayar",1,negative
paylater di benerin ya,5,positive
👍,5,positive
Shopee is the best.. 👍🏻,5,positive
👍,5,positive
oke,5,positive
kerennnn,5,positive
produk banyak yang sesuai dan pengiriman tepat waktu,5,positive
mantap,5,positive
like,5,positive
sangat matap,5,positive
memuaskan,5,positive
sangat buruk gue mesan udh 7 hari masa nggk dtng² jg😡😡😡😡,1,negative
lemot,1,negative
"penting , rajin lah membaca sebelum membeli rekomend pokoknya",5,positive
saya kecewa sama shopee sekarang. masa saya belanja di batasin terus. belanja di bawah 100.000 baru bisa. kalo saya belanja banyak selalu di batalin sama shopee. keterangan karena terdeteksi aktivitas tidak wajar. padahal sebelum nya saya belanja normal aja. gimana sih padahal saya sudah setia dari dulu belanja di shopee malah sekarang saya di kecewakan. akhirnya saya lebih memilih aplikasi ijo sekarang untuk order barang yang lebih banyak.,1,negative
Banyak barang palsu berseliweran di aplikasi ini!! pihak shoope tolong perketat lagi seller seller nakal,1,negative
d+ g gx ^ g😆,2,negative
bagus banyak pilihan,5,positive
shopi bagus dan mantap. toko onlenya.,5,positive
belanja nya makin enak Krn banyak diskon dan potongan ongkir,5,positive
bagus dan amanah,5,positive
bagus,5,positive
saya sangat senang dengan shopee,5,positive
ok,3,negative
bagus banget ni aplikasi,5,positive
cukup baik terimakasih,5,positive
Menjengkelkan,1,negative
"sekarang jarang banget ada gratis ongkir setiap pengiriman reguler selalu kena ongkir mahal walaupun co pas event 10.10 sama aja kena ongkir, kalo yang pengiriman hemat cargo aja yang bisa kena gratis ongkir , reguler min belanja 50k males banget plss kena ongkir melulu. setiap masuk apk juga kadang langsung ke shope video update yang lebih baik plss",1,negative
"sesuai pesanan, cpt smpai, packing aman",5,positive
semoga lancar slalu,5,positive
belanja onlen murah,5,positive
"kok dis suruh download di play store terus sih, padahal kan emang download di play store",1,negative
"saya puas,apa pun saya pesen semua sesuai yg saya suka",5,positive
dulu belanja di shopee pesanan nya cepat bnget datang sekarang makin lama padahal tanggal datangnya sekian ehhh malah sampe 3 Minggu belum datang juga tolong di perbaiki lagi supaya para konsumen nyaman belanja menggunakan aplikasi shopee,3,negative
Sangat bagus,4,positive
bagus,5,positive
bagus,2,negative
pengiriman cepat kemasan paket bagus rapi kurirnya ramah ramah,5,positive
sangat membantu bagi kami yang tidak sempat belanja secara offline,5,positive
saya sangat suka belanja dishopee.. selalu ada gratis ongkir,5,positive
"bikin malu aja , pas pembayaran pake shoplaylater tau2 akun di bekukan tanpa ada konfirmasi dulu , tolong di jaga customer anda shoope",5,positive
terimakasih Shopee Indonesia,5,positive
"8 tahun lebih pakai shopee baru kali ini dapet pengalaman yg buruk, saya benar-benar dirugikan oleh pihak mediasi shopee karena pengajuan refund saya terus-terusan ditolak dan dibatalkan padahal saya selalu melampirkan bukti lengkap dan jelas termasuk video unboxing no cut no edit dan penjelasan kendala yg saya alami dgn jelas bahkan saya sudah konfirmasi dgn seller yg bersangkutan mengiyakan menyarankan refund saja tapi oleh pihak shopee ditolak & dibatalkan dengan alasan ga jelas ga solutif!!!",1,negative
👍,5,positive
tolong benahin lg kurir mental penipu yg bersengkongkol dngan seller...,1,negative
toko terbaik,5,positive
sangat membantu disaat dibutuhkan,5,positive
"buruk sekali sistem foodnya,driver tiba resto orderan masuk ke driver tapi ke resto gak masuk,apk di resto sering eror juga banyak resto ingin mengeluh tapi gak ada wadah gitu yang disalahkan driver gak bercermin ini amplikasi harusnya dalam pantauan pemerintah karna UMKM masuk ke wadah mereka. driver di adu domba dengan pembeli padahal amplikasinya yang brobok,merasa paling2 aja nih. gitu katanya meningkatkan UMKM,malah bikin remuk&mengadu domba. (PEMERINTAH PANTAU UNTUK MENINGKATKAN UMKM)",1,negative
👍,5,positive
ini susah banget lig ini nya udah bener malah harus login whatsapp malah gk bisa ini Kenapa kayak nya rusak shoppe aku itu mau beli pet grow a garden malah gk bisa mohon developer diperbaiki🙏🙏,1,negative
mantap,5,positive
sekarang ampas,1,negative
makin lama makin pelit gratis ongkir,3,negative
"murah murah , banyak voucher dan koin , mantap shoope dah ❤️❤️❤️",5,positive
baguss,5,positive
ok,5,positive
mantap,5,positive
"Bagusss, banget aslii",5,positive
game babi,1,negative
murah murah pengiriman selalu tepat waktu,5,positive
Aplikasi belanja online yang recommended bgt,5,positive
semakin loading,2,negative
good,5,positive
ok promo istimewa,5,positive
